,bathroomcnt,bedroomcnt,taxvaluedollarcnt,taxamount,calculatedfinishedsquarefeet,yearbuilt,fips
3687,2.0,3.0,850000.0,8620.12,1902.0,1965.0,6059.0
3688,2.0,4.0,91118.0,1261.06,2072.0,1968.0,6059.0
3689,2.0,3.0,272021.0,3408.18,1344.0,1958.0,6037.0
3690,3.0,3.0,2495513.0,26254.48,2941.0,2008.0,6059.0
3691,2.0,4.0,548186.0,6409.81,1918.0,1947.0,6037.0
3692,3.0,3.0,714517.0,8037.7,2356.0,1966.0,6037.0
3693,3.0,3.0,1866898.0,22599.44,2928.0,1964.0,6037.0
3694,3.0,3.0,1319825.0,15156.78,2474.0,1907.0,6037.0
3695,2.0,3.0,495383.0,6087.46,2166.0,1958.0,6037.0
3696,3.0,4.0,641726.0,7798.32,2373.0,1977.0,6037.0
3697,2.0,4.0,228380.0,2767.78,1540.0,1958.0,6059.0
3698,1.0,3.0,426303.0,5104.12,832.0,1952.0,6059.0
3699,2.5,3.0,94875.0,907.94,2283.0,1992.0,6059.0
3700,3.5,4.0,762495.0,8563.46,3629.0,2000.0,6059.0
3701,2.0,3.0,228977.0,3135.04,1418.0,1949.0,6037.0
3702,3.0,4.0,595431.0,7349.33,2996.0,1973.0,6037.0
3703,3.0,3.0,647613.0,8415.69,2051.0,1985.0,6037.0
3704,2.0,3.0,456862.0,5458.96,1233.0,1954.0,6059.0
3705,1.0,1.0,364000.0,4419.34,840.0,1921.0,6059.0
3706,1.0,3.0,125811.0,1789.26,943.0,1953.0,6037.0
3707,6.5,6.0,3194365.0,33807.1,8892.0,1990.0,6059.0
3708,4.0,5.0,822000.0,12693.72,3597.0,1999.0,6037.0
3709,1.0,2.0,44478.0,837.08,1108.0,1938.0,6037.0
3710,3.0,2.0,1614385.0,17933.02,4388.0,1989.0,6059.0
3711,2.0,3.0,78392.0,1799.39,1372.0,1989.0,6037.0
3712,1.5,3.0,269116.0,3261.56,1266.0,1951.0,6059.0
3713,2.0,3.0,965007.0,11863.8,1336.0,1946.0,6037.0
3714,4.0,5.0,1130746.0,11527.18,3512.0,2004.0,6059.0
3715,3.0,5.0,634951.0,7556.01,2600.0,1969.0,6037.0
3716,2.0,2.0,647208.0,6666.82,1631.0,1987.0,6059.0
3717,1.0,2.0,22528.0,720.02,1248.0,1914.0,6037.0
3718,3.0,4.0,315867.0,3782.88,2260.0,1973.0,6059.0
3719,2.0,4.0,966153.0,11054.18,2192.0,1964.0,6037.0
3720,4.0,5.0,328000.0,4894.27,3109.0,2007.0,6037.0
3721,3.0,4.0,450779.0,5431.75,3364.0,1979.0,6037.0
3722,2.0,2.0,495000.0,5206.9,964.0,1977.0,6059.0
3723,1.0,3.0,470989.0,5623.4,1163.0,1947.0,6037.0
3724,5.0,5.0,1103195.0,11089.28,3936.0,2009.0,6059.0
3725,2.0,4.0,67881.0,892.33,1642.0,1963.0,6037.0
3726,2.5,3.0,624412.0,8890.4,989.0,1948.0,6059.0
3727,2.0,3.0,400000.0,5198.72,1819.0,1959.0,6037.0
3728,2.0,3.0,1216462.0,13918.12,2297.0,1952.0,6037.0
3729,2.0,4.0,107189.0,8342.07,2053.0,1951.0,6037.0
3730,2.5,4.0,749254.0,7698.9,1886.0,1973.0,6059.0
3731,2.0,2.0,223130.0,2704.4,1088.0,1952.0,6037.0
3732,2.0,2.0,1139087.0,14512.26,2368.0,1989.0,6037.0
3733,2.0,3.0,650146.0,6645.56,1789.0,1978.0,6059.0
3734,1.0,3.0,66015.0,880.29,1219.0,1953.0,6037.0
3735,1.0,3.0,302394.0,4003.1,1052.0,1949.0,6037.0
3736,3.0,5.0,552569.0,7068.12,2635.0,1986.0,6037.0
3737,2.0,3.0,220973.0,2862.81,1650.0,1959.0,6037.0
3738,2.0,3.0,890000.0,9841.93,1824.0,1940.0,6037.0
3739,2.0,3.0,87762.0,1105.42,1376.0,1950.0,6037.0
3740,2.0,4.0,92370.0,1572.33,1564.0,1975.0,6037.0
3741,1.0,3.0,74019.0,1083.06,1368.0,1905.0,6037.0
3742,1.0,2.0,43438.0,735.42,1359.0,1924.0,6037.0
3743,3.0,3.0,565105.0,6665.28,1944.0,1985.0,6037.0
3744,2.0,4.0,314032.0,4340.09,1272.0,1971.0,6037.0
3745,3.0,4.0,1047611.0,10548.96,2985.0,2004.0,6059.0
3746,3.0,4.0,798000.0,11083.58,3766.0,2003.0,6037.0
3747,2.0,3.0,347723.0,4272.04,1244.0,1975.0,6037.0
3748,3.0,3.0,664988.0,7649.35,1939.0,1953.0,6037.0
3749,1.0,2.0,43645.0,941.43,1060.0,1950.0,6037.0
3750,2.0,3.0,259963.0,3168.4,1364.0,1954.0,6059.0
3751,2.0,3.0,474402.0,5691.22,1255.0,1923.0,6037.0
3752,2.5,4.0,973679.0,11121.02,2274.0,1986.0,6059.0
3753,2.0,3.0,428000.0,5044.72,967.0,1952.0,6037.0
3754,3.0,4.0,119381.0,6681.59,3210.0,2001.0,6037.0
3755,3.0,5.0,576964.0,7206.41,2106.0,1957.0,6037.0
3756,5.0,5.0,2600000.0,31389.27,3778.0,1967.0,6037.0
3757,3.0,6.0,710674.0,8210.77,2644.0,1966.0,6037.0
3758,2.0,3.0,54706.0,942.38,1257.0,1955.0,6037.0
3759,2.0,3.0,358499.0,4123.46,1715.0,1987.0,6037.0
3760,1.0,2.0,248000.0,3041.33,936.0,1922.0,6037.0
3761,4.0,3.0,1255855.0,17322.34,3067.0,2013.0,6059.0
3762,3.0,3.0,461000.0,6453.87,1804.0,2004.0,6037.0
3763,2.0,3.0,847790.0,10158.65,1222.0,1947.0,6037.0
3764,4.0,3.0,1871898.0,22371.93,2495.0,2000.0,6037.0
3765,2.0,4.0,299144.0,3709.2,1336.0,1904.0,6037.0
3766,4.0,6.0,1981721.0,22845.87,3419.0,1955.0,6037.0
3767,3.0,3.0,441633.0,6056.69,1752.0,1979.0,6037.0
3768,3.5,6.0,1144258.0,13223.66,2972.0,1997.0,6059.0
3769,2.0,4.0,87576.0,1447.23,1144.0,1955.0,6037.0
3770,2.0,3.0,357257.0,4269.24,1627.0,1964.0,6037.0
3771,2.0,1.0,164000.0,3484.07,1610.0,1930.0,6037.0
3772,3.0,4.0,276621.0,3310.03,1829.0,1977.0,6037.0
3773,1.0,3.0,244982.0,3252.16,1219.0,1952.0,6037.0
3774,2.0,2.0,622500.0,8189.68,1220.0,1948.0,6037.0
3775,3.0,4.0,1368058.0,15865.01,3235.0,1988.0,6037.0
3776,4.0,5.0,148451.0,2239.74,2828.0,1962.0,6037.0
3777,2.0,2.0,198948.0,2523.2,1221.0,1977.0,6059.0
3778,1.0,4.0,306867.0,3698.03,894.0,1923.0,6037.0
3779,3.0,5.0,765609.0,8779.58,2982.0,1998.0,6059.0
3780,2.0,4.0,225935.0,3007.88,1944.0,1964.0,6059.0
3781,4.0,4.0,2001098.0,24008.66,3473.0,1962.0,6037.0
3782,2.0,2.0,611718.0,6674.69,1825.0,1952.0,6037.0
3783,2.0,2.0,269041.0,3581.31,1566.0,1927.0,6037.0
3784,3.0,4.0,559188.0,6521.3,1745.0,1956.0,6059.0
3785,2.0,3.0,379329.0,5253.51,1627.0,2002.0,6037.0
3786,3.5,6.0,815000.0,9487.7,3636.0,1968.0,6059.0
3787,1.0,2.0,54423.0,613.23,946.0,1926.0,6037.0
3788,2.0,4.0,65713.0,1300.58,1430.0,1963.0,6059.0
3789,2.0,3.0,222638.0,6213.68,1448.0,1973.0,6037.0
3790,1.0,3.0,252369.0,3563.83,1099.0,1945.0,6037.0
3791,1.0,2.0,151513.0,1965.4,590.0,1925.0,6037.0
3792,1.0,2.0,161375.0,3056.29,1150.0,1928.0,6037.0
3793,2.0,3.0,411270.0,414.59,2148.0,1961.0,6037.0
3794,2.0,2.0,546000.0,6524.86,1169.0,1984.0,6059.0
3795,1.0,3.0,30212.0,768.45,814.0,1921.0,6037.0
3796,3.0,4.0,389609.0,4938.16,1494.0,1960.0,6037.0
3797,2.0,3.0,65739.0,1080.16,1393.0,1955.0,6059.0
3798,1.0,3.0,112545.0,2010.28,936.0,1970.0,6037.0
3799,2.5,4.0,899000.0,10455.98,2532.0,1980.0,6059.0
3800,1.0,3.0,318310.0,4110.9,1030.0,1951.0,6037.0
3801,1.0,3.0,478000.0,5830.7,1238.0,1951.0,6037.0
3802,2.0,4.0,558271.0,6949.94,1846.0,2012.0,6059.0
3803,1.0,2.0,96420.0,1908.27,600.0,1952.0,6037.0
3804,2.0,3.0,305739.0,3688.7,1358.0,1956.0,6059.0
3805,2.0,3.0,80220.0,1432.82,1717.0,1946.0,6037.0
3806,3.0,4.0,131679.0,1767.33,2174.0,1965.0,6037.0
3807,1.0,2.0,385000.0,4722.74,777.0,1949.0,6037.0
3808,2.5,4.0,837581.0,9598.9,2748.0,1968.0,6059.0
3809,1.0,1.0,416252.0,5034.97,640.0,1948.0,6037.0
3810,2.0,3.0,168728.0,2163.28,1312.0,1976.0,6059.0
3811,2.0,3.0,950166.0,11354.86,1403.0,1954.0,6037.0
3812,2.0,3.0,150573.0,2183.19,2262.0,1953.0,6037.0
3813,2.0,4.0,95491.0,2053.04,1452.0,1983.0,6037.0
3814,3.0,2.0,94600.0,1277.77,1918.0,1960.0,6037.0
3815,2.0,2.0,738000.0,8054.13,1497.0,1941.0,6037.0
3816,3.0,3.0,221602.0,3633.62,1793.0,1988.0,6037.0
3817,3.0,4.0,845646.0,10023.19,2804.0,1970.0,6037.0
3818,4.5,4.0,1525775.0,17495.4,4026.0,2001.0,6059.0
3819,3.0,4.0,304575.0,4831.53,2166.0,1991.0,6037.0
3820,2.0,2.0,455485.0,5639.2,1941.0,1942.0,6037.0
3821,1.0,3.0,39536.0,703.72,861.0,1953.0,6059.0
3822,1.0,2.0,240000.0,3400.89,652.0,1913.0,6037.0
3823,2.0,3.0,426404.0,5212.15,1140.0,1952.0,6037.0
3824,2.0,2.0,362554.0,4502.04,1608.0,1935.0,6037.0
3825,2.0,3.0,225590.0,2821.74,1491.0,1972.0,6059.0
3826,2.0,4.0,255000.0,5342.99,2076.0,2005.0,6037.0
3827,3.0,4.0,1043014.0,11816.27,3779.0,1980.0,6037.0
3828,1.0,2.0,31802.0,692.64,687.0,1947.0,6059.0
3829,2.0,3.0,381636.0,6092.31,1608.0,1955.0,6037.0
3830,2.0,3.0,167399.0,779.6,1515.0,1955.0,6059.0
3831,2.0,3.0,151804.0,2577.84,1312.0,1987.0,6037.0
3832,2.0,3.0,305307.0,4337.19,1525.0,1949.0,6037.0
3833,3.0,4.0,269000.0,4048.75,2640.0,2004.0,6037.0
3834,2.0,3.0,139107.0,2353.49,1426.0,1974.0,6037.0
3835,3.0,4.0,406791.0,4967.24,1825.0,1979.0,6037.0
3836,2.0,4.0,121038.0,2218.91,1329.0,1973.0,6037.0
3837,1.0,2.0,74060.0,1187.71,1410.0,1941.0,6037.0
3838,2.0,2.0,352348.0,4778.39,1040.0,1985.0,6037.0
3839,2.5,3.0,350314.0,5507.72,2411.0,1993.0,6059.0
3840,2.0,4.0,139088.0,2443.79,1629.0,1973.0,6037.0
3841,1.5,2.0,113293.0,1669.92,1080.0,1964.0,6059.0
3842,3.0,5.0,600607.0,10157.88,3192.0,2000.0,6037.0
3843,1.0,2.0,39509.0,619.25,850.0,1942.0,6037.0
3844,2.0,3.0,429000.0,5061.77,1825.0,1964.0,6037.0
3845,2.0,3.0,397998.0,4047.48,1120.0,1976.0,6059.0
3846,2.0,3.0,320156.0,3968.61,1540.0,1942.0,6037.0
3847,3.0,3.0,1009000.0,11173.05,2292.0,1967.0,6037.0
3848,1.5,3.0,366057.0,4235.86,1423.0,1954.0,6059.0
3849,6.0,5.0,3705662.0,39166.9,6571.0,2006.0,6059.0
3850,1.0,3.0,314727.0,4024.95,1026.0,1921.0,6037.0
3851,2.0,3.0,208797.0,2740.06,1019.0,1955.0,6037.0
3852,1.0,2.0,489372.0,5717.04,1004.0,1941.0,6037.0
3853,2.0,3.0,70305.0,1133.3,1514.0,1968.0,6059.0
3854,1.0,2.0,142174.0,1871.41,1194.0,1909.0,6037.0
3855,2.0,4.0,1908213.0,22268.08,4317.0,1995.0,6037.0
3856,2.0,4.0,491000.0,5754.52,1355.0,1954.0,6059.0
3857,2.0,3.0,401500.0,4954.44,2167.0,1956.0,6037.0
3858,4.0,5.0,379521.0,4257.06,2387.0,1933.0,6059.0
3859,2.0,4.0,37025.0,1230.24,1312.0,1955.0,6037.0
3860,1.0,2.0,40752.0,615.44,876.0,1942.0,6037.0
3861,1.0,3.0,20452.0,750.79,784.0,1921.0,6037.0
3862,2.0,3.0,431480.0,5370.5,1574.0,1962.0,6037.0
3863,2.0,3.0,355186.0,4452.18,1288.0,1963.0,6037.0
3864,3.0,3.0,1675162.0,20596.69,2435.0,1951.0,6037.0
3865,1.0,2.0,102577.0,1815.63,768.0,1922.0,6037.0
3866,2.0,2.0,365307.0,4616.78,1154.0,1923.0,6037.0
3867,2.5,3.0,420079.0,4685.64,2063.0,1974.0,6059.0
3868,2.0,4.0,332152.0,3704.58,1518.0,1965.0,6059.0
3869,2.0,3.0,89624.0,1339.94,2074.0,1937.0,6037.0
3870,3.5,4.0,1417530.0,14921.86,4066.0,2000.0,6059.0
3871,2.0,3.0,434000.0,5818.01,1196.0,1978.0,6037.0
3872,1.0,3.0,155810.0,1983.85,1706.0,1922.0,6037.0
3873,3.0,4.0,250410.0,3712.4,2569.0,2001.0,6037.0
3874,3.5,4.0,391606.0,4383.9,3809.0,1965.0,6059.0
3875,3.0,5.0,207939.0,3432.88,2792.0,2002.0,6037.0
3876,2.0,3.0,733000.0,8119.6,1601.0,1950.0,6037.0
3877,2.5,3.0,295183.0,3814.32,1530.0,1997.0,6059.0
3878,1.0,1.0,326030.0,3388.2,872.0,1938.0,6059.0
3879,1.0,2.0,352000.0,4466.15,776.0,1948.0,6037.0
3880,1.0,2.0,1227476.0,13919.55,1652.0,1946.0,6037.0
3881,2.0,3.0,621951.0,7737.19,1854.0,1962.0,6037.0
3882,3.0,3.0,375605.0,5147.83,1719.0,1990.0,6037.0
3883,1.0,2.0,373611.0,4593.54,694.0,1947.0,6037.0
3884,1.0,3.0,395500.0,4868.74,993.0,1923.0,6037.0
3885,2.0,3.0,252000.0,3133.17,906.0,1985.0,6037.0
3886,2.0,4.0,115430.0,1661.15,2024.0,1964.0,6037.0
3887,3.0,3.0,739413.0,9075.09,2783.0,1950.0,6037.0
3888,1.0,3.0,234434.0,4405.28,744.0,1924.0,6037.0
3889,2.0,4.0,429746.0,4787.1,1309.0,1955.0,6059.0
3890,2.0,3.0,300303.0,3772.91,1256.0,1954.0,6037.0
3891,2.0,3.0,282591.0,3437.65,1416.0,1981.0,6037.0
3892,4.5,4.0,387859.0,4542.26,4538.0,1973.0,6059.0
3893,2.0,3.0,188394.0,2435.5,1589.0,1929.0,6037.0
3894,3.0,3.0,1116775.0,13582.1,1912.0,1948.0,6037.0
3895,2.0,3.0,275974.0,3437.41,1388.0,1950.0,6037.0
3896,2.0,3.0,478634.0,5047.46,1476.0,1978.0,6111.0
3897,3.0,5.0,618000.0,7545.99,1921.0,1947.0,6037.0
3898,2.0,3.0,74980.0,1027.99,1372.0,1956.0,6037.0
3899,2.0,3.0,440617.0,5342.81,1128.0,1957.0,6037.0
3900,1.5,4.0,640289.0,7247.62,2664.0,1969.0,6111.0
3901,3.0,5.0,614336.0,6913.2,2760.0,1986.0,6111.0
3902,2.0,4.0,368232.0,4326.78,1719.0,1964.0,6111.0
3903,2.0,4.0,610000.0,6803.58,1816.0,1997.0,6111.0
3904,3.0,3.0,928935.0,11496.34,2516.0,1968.0,6037.0
3905,2.0,2.0,143119.0,2003.82,1340.0,1966.0,6037.0
3906,2.0,4.0,802000.0,9991.83,2328.0,1965.0,6037.0
3907,3.5,4.0,600051.0,6350.74,2763.0,2014.0,6111.0
3908,2.0,3.0,451456.0,4745.92,1413.0,1955.0,6111.0
3909,2.0,2.0,812200.0,9537.6,1593.0,2014.0,6111.0
3910,3.0,4.0,383440.0,4801.78,2039.0,1953.0,6037.0
3911,2.0,3.0,427534.0,5262.24,1668.0,1948.0,6037.0
3912,2.0,3.0,357276.0,4280.96,1008.0,1961.0,6111.0
3913,2.0,4.0,442000.0,4748.5,1263.0,1962.0,6111.0
3914,2.0,4.0,415986.0,5097.12,1249.0,1973.0,6111.0
3915,1.0,3.0,79496.0,1014.17,1124.0,1950.0,6037.0
3916,2.0,3.0,790000.0,9657.55,2196.0,1962.0,6037.0
3917,2.0,3.0,263302.0,3196.32,1323.0,1956.0,6037.0
3918,2.0,3.0,297083.0,4048.58,1475.0,1987.0,6111.0
3919,2.0,4.0,371362.0,4589.04,1592.0,1950.0,6037.0
3920,3.0,3.0,568899.0,6876.95,1892.0,1950.0,6037.0
3921,2.0,4.0,555358.0,5853.76,1384.0,1980.0,6111.0
3922,2.0,4.0,282815.0,3047.02,1800.0,1962.0,6111.0
3923,5.0,5.0,204915.0,2850.61,3507.0,1971.0,6037.0
3924,2.0,3.0,381864.0,4684.54,1383.0,1958.0,6037.0
3925,2.0,4.0,320900.0,3699.34,1588.0,1980.0,6111.0
3926,3.0,5.0,842587.0,10437.06,2399.0,1976.0,6111.0
3927,2.5,3.0,569000.0,6140.8,1766.0,1982.0,6111.0
3928,2.5,4.0,797361.0,8946.18,2096.0,1966.0,6059.0
3929,3.0,4.0,683382.0,11686.25,2342.0,1976.0,6037.0
3930,5.5,6.0,898236.0,10216.34,4902.0,2001.0,6111.0
3931,3.0,4.0,367788.0,4442.13,3163.0,1981.0,6037.0
3932,4.0,4.0,750198.0,9215.0,3256.0,2007.0,6037.0
3933,5.5,4.0,1484000.0,16503.6,6435.0,2007.0,6111.0
3934,4.0,4.0,1216752.0,14592.43,1900.0,1960.0,6037.0
3935,5.0,5.0,1089237.0,13352.25,3758.0,1955.0,6037.0
3936,1.0,2.0,271949.0,3374.11,1169.0,1942.0,6037.0
3937,2.0,3.0,55253.0,971.25,1376.0,1948.0,6037.0
3938,2.0,3.0,70980.0,1181.37,1264.0,1958.0,6037.0
3939,2.0,3.0,666913.0,8160.48,1801.0,1926.0,6037.0
3940,3.0,3.0,195850.0,2558.74,1503.0,1952.0,6037.0
3941,2.0,3.0,264359.0,3940.75,2237.0,1988.0,6037.0
3942,2.0,3.0,349078.0,4145.5,1465.0,1953.0,6037.0
3943,3.0,3.0,1029000.0,10725.9,2637.0,1994.0,6059.0
3944,1.0,2.0,114085.0,1274.48,1111.0,1940.0,6037.0
3945,1.0,3.0,357099.0,4398.13,1526.0,1950.0,6037.0
3946,1.0,3.0,60642.0,824.24,1014.0,1949.0,6037.0
3947,2.0,5.0,1341145.0,14874.42,2542.0,1908.0,6059.0
3948,2.0,3.0,529000.0,6367.3,1464.0,1952.0,6037.0
3949,2.0,3.0,602509.0,7382.33,1830.0,1989.0,6037.0
3950,2.0,4.0,458000.0,8172.01,1732.0,1885.0,6037.0
3951,1.0,2.0,234891.0,2905.76,1062.0,1924.0,6037.0
3952,3.0,5.0,922284.0,12136.52,3342.0,1942.0,6037.0
3953,3.0,2.0,846891.0,8992.72,2890.0,1985.0,6059.0
3954,2.5,5.0,511179.0,5979.7,2491.0,1980.0,6111.0
3955,2.0,3.0,101149.0,1389.54,1328.0,1973.0,6059.0
3956,1.0,3.0,209651.0,2750.24,1063.0,1950.0,6037.0
3957,3.0,3.0,305178.0,3695.61,2435.0,1983.0,6037.0
3958,2.0,3.0,409260.0,4968.19,1600.0,1959.0,6037.0
3959,2.0,3.0,233876.0,2882.27,978.0,1924.0,6037.0
3960,3.0,3.0,380726.0,4793.29,2153.0,1955.0,6037.0
3961,1.0,2.0,216731.0,2685.62,968.0,1923.0,6059.0
3962,3.0,3.0,442000.0,5730.15,1796.0,1954.0,6037.0
3963,1.0,3.0,302684.0,3723.64,1233.0,1958.0,6059.0
3964,2.0,4.0,184065.0,2334.64,1052.0,1930.0,6037.0
3965,5.0,4.0,849796.0,10522.08,3156.0,1922.0,6037.0
3966,3.0,5.0,430395.0,5096.06,3010.0,1979.0,6059.0
3967,2.5,2.0,330070.0,3260.72,1418.0,1989.0,6059.0
3968,1.0,1.0,238357.0,2612.37,740.0,1946.0,6037.0
3969,2.0,4.0,325629.0,4927.92,1818.0,1970.0,6037.0
3970,2.0,4.0,146764.0,2061.2,1400.0,1955.0,6059.0
3971,1.0,2.0,68087.0,1549.47,976.0,1943.0,6037.0
3972,3.0,4.0,237802.0,2656.34,2395.0,1977.0,6037.0
3973,3.0,4.0,248017.0,5869.18,2586.0,2006.0,6037.0
3974,3.0,3.0,701500.0,9368.93,2664.0,1980.0,6037.0
3975,4.0,5.0,806897.0,10684.39,4378.0,2001.0,6037.0
3976,3.0,4.0,229576.0,3666.1,1969.0,1992.0,6037.0
3977,2.0,2.0,535370.0,5806.36,1855.0,1955.0,6059.0
3978,2.0,3.0,199658.0,2718.31,1123.0,1954.0,6037.0
3979,4.0,4.0,864723.0,10091.3,3042.0,1994.0,6037.0
3980,2.0,4.0,62880.0,1266.72,1361.0,1959.0,6059.0
3981,1.0,2.0,256603.0,3224.18,945.0,1951.0,6037.0
3982,2.0,3.0,84041.0,1280.56,1424.0,1964.0,6037.0
3983,1.0,2.0,84238.0,965.03,1353.0,1940.0,6037.0
3984,1.0,3.0,254328.0,3137.92,1309.0,1922.0,6037.0
3985,2.0,3.0,196483.0,2376.34,1668.0,1976.0,6059.0
3986,2.0,3.0,196483.0,2376.34,1668.0,1976.0,6059.0
3987,2.0,5.0,560691.0,6649.03,2207.0,1926.0,6037.0
3988,3.0,4.0,721505.0,8010.41,2689.0,1965.0,6037.0
3989,5.0,4.0,3546703.0,37837.68,5018.0,2003.0,6111.0
3990,3.0,3.0,562500.0,9698.01,2551.0,2004.0,6037.0
3991,2.0,3.0,666000.0,7780.86,1795.0,1952.0,6059.0
3992,3.0,5.0,372790.0,5600.68,3273.0,1992.0,6037.0
3993,2.5,4.0,465986.0,5452.92,1866.0,1965.0,6111.0
3994,2.0,3.0,336348.0,3542.52,1166.0,1973.0,6059.0
3995,4.0,7.0,355738.0,4316.1,3013.0,1924.0,6059.0
3996,3.0,2.0,1040709.0,12425.9,1957.0,1977.0,6037.0
3997,2.0,3.0,327577.0,3745.56,1609.0,1956.0,6059.0
3998,3.0,4.0,359000.0,5913.77,3437.0,2006.0,6037.0
3999,2.0,4.0,219867.0,2809.9,1835.0,1964.0,6111.0
4000,2.0,3.0,352155.0,4276.1,1874.0,1942.0,6059.0
4001,2.0,4.0,516731.0,6485.16,1440.0,1963.0,6059.0
4002,1.0,3.0,48209.0,1029.95,1036.0,1939.0,6037.0
4003,3.0,4.0,1234182.0,12992.46,2867.0,1964.0,6059.0
4004,2.0,2.0,127800.0,2272.89,1166.0,1984.0,6037.0
4005,2.0,4.0,201000.0,3323.01,1703.0,1971.0,6037.0
4006,3.0,4.0,199300.0,3397.59,1346.0,1988.0,6037.0
4007,2.5,3.0,540921.0,5208.04,1896.0,1994.0,6059.0
4008,2.0,4.0,98482.0,2050.57,1300.0,1955.0,6037.0
4009,3.0,4.0,161025.0,2864.26,2670.0,1980.0,6037.0
4010,3.0,4.0,566923.0,6050.74,2008.0,1978.0,6111.0
4011,2.5,3.0,521931.0,5461.56,2031.0,1990.0,6059.0
4012,2.0,3.0,278141.0,3359.32,1304.0,1963.0,6059.0
4013,2.0,3.0,195567.0,2464.82,1306.0,1959.0,6059.0
4014,1.0,3.0,50480.0,725.73,1636.0,1952.0,6037.0
4015,2.0,3.0,574720.0,6778.44,1908.0,1957.0,6059.0
4016,1.0,2.0,38986.0,647.3,936.0,1924.0,6037.0
4017,1.0,2.0,52559.0,876.36,869.0,1950.0,6037.0
4018,3.0,5.0,218902.0,3501.96,2473.0,1990.0,6037.0
4019,2.5,3.0,431814.0,5043.8,2164.0,1999.0,6111.0
4020,2.0,4.0,300500.0,3762.04,1337.0,1954.0,6059.0
4021,3.0,4.0,250788.0,4044.06,1967.0,1990.0,6037.0
4022,3.0,4.0,165406.0,2923.85,1969.0,1988.0,6037.0
4023,1.0,2.0,380000.0,4733.58,852.0,1953.0,6037.0
4024,3.5,4.0,689675.0,7052.86,3358.0,1990.0,6059.0
4025,1.0,2.0,30184.0,440.02,1108.0,1922.0,6037.0
4026,2.0,2.0,54212.0,711.12,1189.0,1952.0,6037.0
4027,1.0,3.0,580000.0,7114.26,1103.0,1949.0,6037.0
4028,1.5,3.0,141623.0,1824.6,1289.0,1962.0,6059.0
4029,1.0,3.0,57648.0,1377.81,1010.0,1953.0,6037.0
4030,2.0,3.0,175141.0,2883.29,1502.0,1986.0,6037.0
4031,2.5,4.0,102449.0,1002.2,2478.0,1972.0,6059.0
4032,2.0,4.0,387651.0,4594.32,1481.0,1949.0,6059.0
4033,4.0,4.0,760876.0,8923.31,3295.0,1960.0,6037.0
4034,2.0,3.0,117024.0,2280.35,1250.0,1985.0,6037.0
4035,2.0,4.0,182100.0,3042.01,1532.0,1980.0,6037.0
4036,3.0,4.0,184490.0,2663.64,2150.0,1966.0,6037.0
4037,2.5,3.0,632876.0,7172.56,4517.0,1952.0,6059.0
4038,2.5,3.0,161480.0,2246.6,1384.0,1979.0,6059.0
4039,1.0,2.0,230156.0,3077.74,1001.0,1941.0,6037.0
4040,2.0,3.0,441633.0,5191.84,1277.0,1961.0,6059.0
4041,2.0,3.0,247133.0,3257.14,1526.0,1981.0,6037.0
4042,4.0,4.0,3261932.0,36469.41,3865.0,1940.0,6037.0
4043,2.5,3.0,485000.0,5773.98,1333.0,1973.0,6059.0
4044,1.0,3.0,40763.0,1306.96,1181.0,1955.0,6037.0
4045,2.0,3.0,38061.0,666.6,1244.0,1955.0,6037.0
4046,1.0,1.0,16097.0,264.33,520.0,1922.0,6037.0
4047,2.0,2.0,145397.0,1996.31,1170.0,1953.0,6037.0
4048,2.0,4.0,239315.0,3111.51,1496.0,1963.0,6037.0
4049,2.0,3.0,239000.0,3665.53,1586.0,2002.0,6037.0
4050,1.0,3.0,101729.0,2087.22,930.0,1954.0,6037.0
4051,3.0,3.0,473305.0,5757.13,1996.0,2008.0,6037.0
4052,1.0,3.0,35676.0,684.8,1030.0,1944.0,6037.0
4053,2.0,3.0,145356.0,1716.38,1732.0,1978.0,6111.0
4054,2.0,3.0,52757.0,689.78,1268.0,1954.0,6037.0
4055,2.0,4.0,121472.0,1606.72,1355.0,1954.0,6059.0
4056,3.0,3.0,1539546.0,17963.39,2444.0,1926.0,6037.0
4057,1.0,2.0,477147.0,4848.62,900.0,1955.0,6059.0
4058,2.5,4.0,1024030.0,12257.7,3124.0,1983.0,6059.0
4059,4.0,4.0,375293.0,5468.8,3376.0,2006.0,6037.0
4060,3.0,5.0,685000.0,8371.88,2452.0,1966.0,6037.0
4061,2.0,4.0,483000.0,3515.13,1634.0,1950.0,6037.0
4062,1.0,3.0,540462.0,6497.66,1211.0,1941.0,6037.0
4063,2.0,3.0,397994.0,5022.28,1199.0,1940.0,6037.0
4064,2.0,2.0,564366.0,6266.64,1443.0,1960.0,6059.0
4065,3.0,4.0,579000.0,7233.11,1896.0,1955.0,6037.0
4066,2.0,3.0,105368.0,1500.35,1494.0,1925.0,6037.0
4067,3.0,4.0,603154.0,7782.78,2295.0,1979.0,6111.0
4068,2.0,3.0,243055.0,2960.69,1392.0,1950.0,6037.0
4069,3.0,3.0,732322.0,8052.01,2648.0,1979.0,6037.0
4070,2.0,4.0,420005.0,5046.13,1665.0,1955.0,6037.0
4071,2.0,3.0,316939.0,4345.85,1650.0,1964.0,6037.0
4072,3.0,5.0,393188.0,4671.04,1703.0,1957.0,6059.0
4073,2.0,3.0,63643.0,1037.98,1275.0,1959.0,6059.0
4074,2.0,3.0,380623.0,4746.87,1836.0,1955.0,6037.0
